IncomeLevel,PropertyAge,TotalRooms,TotalBedrooms,NeighborhoodPop,AvgOccupancy,Latitude,Longitude,TargetPrice,RoomsPerHousehold,BedroomsRatio
3.287976692284853,32.970197907149846,5.128150091535306,0.9907691828716098,2339.474039393327,3.73911272248404,32.71,-117.03,1.03,1.3591304347826083,0.2005758157389635
3.804601123947184,49.03019187163167,4.3726958669146265,1.0404690040378797,1269.3835959286614,1.4295755523458036,33.77,-118.16,3.821,2.573820395738204,0.232702542874039
2.02950889498302,36.25561710444242,4.131417891273872,1.032284608650245,1455.381922858662,3.914447014113543,32.69,-117.11,0.934,1.0021156558533146,0.2582688247712877
3.5408230945470285,42.9185336447234,6.270531424120834,1.147146202346012,895.0506276430718,2.6819685745678608,36.78,-119.8,0.965,2.7254004576659043,0.1809403862300588
6.609324032475056,20.21284834325865,6.1781030439400775,0.9861818839104548,2698.088188699452,3.4574479583705524,37.42,-121.86,2.648,1.867161410018553,0.1605723370429252
2.60941856100995,27.94533536075272,4.404709956090186,1.0992245524926036,1343.610245963255,3.234731999588613,34.04,-117.97,1.573,1.2442804428044278,0.2473309608540925
8.033042638720604,37.68936640413972,6.128236414785033,0.9366245852237708,1015.055284603087,2.170975264634018,37.91,-122.53,5.00001,2.526526526526526,0.1576862123613312
1.4731794834020058,5.030515840663641,3.610608515926476,1.001389798035918,825.442234267858,1.8823868766583125,34.13,-117.9,1.398,1.3748473748473746,0.2806394316163411
6.457595813808726,5.88496865586674,6.645003381879994,1.024767280881628,9437.214893423545,3.5509253384797117,34.02,-117.79,3.156,1.982603161132916,0.1531300160513643
4.190225495119125,52.13308677546125,5.81301296073546,1.1436304739535468,650.6941420095136,3.745861806164693,37.72,-122.45,2.319,1.5038284839203675,0.2006109979633401
2.203693409821635,24.91921400788212,3.186676081398531,1.0768213799740658,1728.2526325146207,3.038818303773687,33.97,-118.35,1.594,1.0900584795321635,0.3304721030042918
2.713957483638944,45.62516047759301,4.603228711427016,1.0019115735665658,729.5978333658996,2.4948181842487918,34.18,-118.34,2.299,1.950980392156863,0.2160804020100502
2.83453815558905,52.14927157154504,5.340557412719281,1.045814539549078,1184.163152535995,2.6047860081637038,36.67,-121.65,1.696,2.011120615911035,0.1952360697575499
4.424252578569249,19.801070037561068,5.8876216107626975,1.0678359040327314,2111.764997046047,2.562369589173128,38.03,-121.34,1.308,2.0342829550941577,0.1782577735580346
4.181125658143426,34.070672441762106,5.031196886231875,0.970637168179849,1942.730268568232,3.280110490375226,34.32,-118.43,1.574,1.3639630390143738,0.1938276251411366
1.3522167593421806,21.484683944443663,3.0025142472325417,1.008583291252655,1273.7057383829351,4.004924848224968,33.93,-118.28,0.941,0.6601714731098987,0.3282172373081464
2.2772307812979102,30.96680185916198,4.709873515864633,1.0822218572753923,1065.8367113686002,2.755100358585622,34.16,-117.34,0.727,1.5309818875119163,0.2204234122042341
8.529601666893768,35.786077128369854,7.380617108329496,1.0038303101399544,1350.1850916166716,2.8646379663217787,37.24,-121.98,5.00001,2.697358490566038,0.1357022943480693
